Temperature,Humidity,Pressure,WindSpeed,CloudCover,RainToday,RainTomorrow
30,64,1005,44,50,1,1
27,50,1002,12,24,1,1
37,99,1006,11,51,1,1
24,59,1011,41,94,1,1
36,38,999,24,89,0,1
29,64,1006,2,33,0,0
40,95,1001,2,17,0,1
27,25,1009,16,27,1,0
25,70,1007,22,48,0,1
26,44,1014,9,13,0,0
20,79,1007,22,52,1,1
39,67,1000,28,67,0,1
40,82,1016,18,37,0,0
25,95,1002,42,96,1,1
35,40,1012,39,88,1,1
22,89,1023,23,45,0,0
39,62,1003,34,85,0,1
40,60,1000,40,28,0,1
26,48,1013,34,29,0,0
37,92,1017,33,64,1,1
31,50,1016,35,96,0,1
40,32,1024,23,55,1,0
19,73,1024,7,34,0,0
34,64,1008,11,51,0,0
25,67,1010,4,14,0,0
28,63,1013,16,19,0,0
41,28,1003,40,24,0,0
22,73,1021,29,87,1,1
33,70,1005,41,82,1,1
27,25,996,23,16,0,0
35,53,1015,15,71,0,0
40,37,1022,31,4,1,0
26,38,1000,11,32,1,1
23,41,998,7,60,0,1
34,93,1013,8,23,0,0
36,86,1005,4,29,0,0
23,46,1019,12,71,0,0
40,32,1017,30,79,1,1
25,69,995,43,4,0,1
34,46,1008,39,31,0,0
37,46,1024,34,4,1,0
31,31,1023,10,58,0,0
24,95,1011,44,58,1,1
32,77,1002,28,3,0,1
18,93,1013,6,68,0,1
29,95,1009,14,75,0,1
30,62,995,7,12,0,0
37,61,1007,10,80,0,1
37,42,1019,16,86,0,0
23,42,995,40,73,0,1
24,62,1002,35,72,0,1
26,31,1003,18,98,0,1
19,67,1010,34,84,0,1
39,78,1013,8,53,0,0
35,81,1008,17,69,0,1
28,82,1004,5,73,1,1
30,67,1004,25,4,0,0
20,69,1021,2,62,0,0
20,73,1013,14,31,0,0
40,82,1014,24,29,0,0
24,54,999,33,69,1,1
29,92,1021,36,15,0,0
32,76,996,7,13,1,1
27,50,1012,5,56,0,0
23,49,1009,30,33,1,1
40,60,1022,2,71,0,0
32,43,1006,31,73,1,1
38,51,1014,26,72,1,1
38,48,1018,8,67,0,0
41,82,1015,36,68,0,1
19,48,1004,17,3,0,0
31,37,999,12,57,0,1
34,35,1009,9,92,0,0
41,29,1023,5,55,0,0
28,72,1010,36,32,0,1
38,29,999,22,88,1,1
36,56,1012,35,78,1,1
38,97,1017,6,68,0,0
26,31,1020,2,51,0,0
29,94,1014,20,79,1,1
35,29,1019,7,56,0,0
34,42,1015,11,22,0,0
35,92,1014,33,46,1,1
23,67,999,15,65,1,1
25,87,1007,6,46,0,1
35,80,1013,21,21,0,0
32,86,1006,5,66,1,1
34,83,998,40,6,0,1
32,31,1009,5,97,0,0
29,43,1009,39,26,1,1
30,86,1021,15,93,0,1
27,56,995,25,28,0,1
34,49,1022,37,60,0,0
41,74,1018,31,64,0,0
19,32,1018,21,29,0,0
27,57,1005,42,82,0,1
40,93,1015,6,17,1,1
20,96,1018,41,86,0,1
24,45,1014,25,52,0,0
35,63,1022,28,38,1,0
18,53,1004,11,75,0,1
30,55,1021,7,26,0,0
32,33,1015,7,5,0,0
28,43,1010,42,22,0,0
23,83,1011,21,20,0,0
18,64,1020,11,33,0,0
21,99,1004,8,15,0,1
36,56,1007,13,26,0,0
32,32,998,9,86,0,1
33,58,1016,24,56,0,0
29,95,999,27,27,1,1
34,62,1008,10,99,0,1
37,77,1010,39,14,0,0
18,99,1016,7,55,0,0
35,36,1001,3,40,1,1
37,68,996,43,98,0,1
39,25,999,31,69,0,1
31,77,1000,27,63,0,1
25,68,1023,44,33,1,1
19,32,1015,26,93,0,0
24,72,1018,10,79,0,0
19,46,1013,22,11,0,0
39,94,1004,15,32,0,1
30,50,1008,25,47,0,0
30,79,1024,11,73,0,0
31,36,1016,39,46,0,0
26,51,1004,13,85,0,1
21,81,1008,13,44,1,1
40,86,1016,35,20,0,0
27,34,1014,31,63,0,0
34,69,1011,29,44,0,1
31,34,996,15,80,1,1
35,59,1010,19,51,1,1
22,64,1000,16,34,0,1
28,48,1020,15,86,0,0
32,42,1015,40,18,0,0
35,57,1006,39,12,0,0
38,25,1006,25,0,0,0
37,93,1001,33,48,0,1
32,27,1011,16,50,1,1
38,98,1015,27,40,1,1
18,45,1005,17,98,1,1
28,73,995,42,95,0,1
27,93,1019,44,11,1,1
29,75,1003,8,79,1,1
24,38,1002,28,49,1,1
20,51,1024,35,25,1,0
25,56,1003,3,71,1,1
36,57,1016,3,66,0,0
32,45,1008,41,81,0,1
24,44,995,10,8,0,0
23,39,1014,39,40,0,0
39,94,1001,18,69,0,1
26,70,1000,5,15,1,1
40,53,1003,5,61,0,1
25,86,1018,7,39,0,0
31,69,1009,36,5,0,0
37,41,1014,7,27,1,0
30,44,1020,18,53,0,0
24,88,1014,38,42,0,1
21,78,1022,8,99,0,0
34,61,1011,36,66,0,1
26,61,1022,43,88,0,1
24,95,1017,5,60,1,1
35,74,1001,11,47,1,1
40,32,1013,30,42,0,0
41,98,1013,15,51,0,1
37,61,1010,40,91,0,1
19,84,1020,42,31,0,0
20,90,1008,41,51,0,1
34,53,1010,39,69,0,1
25,83,1017,3,25,0,0
41,40,1020,22,25,0,0
31,92,1012,44,47,1,1
36,49,1002,19,50,1,1
24,81,1011,4,85,0,1
21,50,1010,15,80,0,1
31,79,1006,18,72,0,1
25,66,1006,38,19,0,1
32,48,1023,35,35,0,0
40,40,1002,28,38,0,1
29,28,1009,26,69,0,0
39,48,1015,7,96,1,1
33,91,1022,3,37,1,0
24,45,1013,19,34,1,1
20,84,1017,2,62,0,0
27,88,996,18,40,1,1
26,81,1022,12,16,0,0
35,87,1002,30,71,0,1
25,96,1008,14,16,1,1
23,28,1019,8,16,0,0
39,74,1000,31,73,0,1
24,38,1016,43,21,0,0
27,26,997,43,10,0,1
31,54,1003,14,29,0,0
18,71,1001,44,48,1,1
33,41,1000,16,66,1,1
26,68,1013,19,31,0,0
22,68,1000,13,57,0,1
27,41,1001,8,62,1,1
28,58,1015,3,77,1,1
28,97,1001,5,77,0,1
25,76,1011,31,89,0,1
27,36,995,35,81,0,1
30,92,1004,29,81,1,1
39,34,1002,24,76,1,1
33,68,1009,30,79,0,1
23,96,996,19,42,0,1
27,43,1014,35,58,1,1
29,29,996,42,33,0,1
31,78,1009,3,91,0,1
24,72,1013,36,78,1,1
25,27,1013,24,82,0,0
24,29,1017,14,33,0,0
21,96,1005,2,40,0,1
23,37,1023,23,28,0,0
31,92,1002,18,36,0,1
21,64,1010,12,90,0,1
19,96,1001,2,1,1,1
30,67,997,35,79,1,1
24,59,1016,33,25,1,1
31,79,1005,32,54,1,1
36,87,995,22,19,1,1
28,69,1014,2,2,0,0
34,61,1000,11,44,1,1
31,84,1007,32,67,1,1
34,42,1005,43,52,1,1
26,91,995,20,5,0,1
29,26,1015,26,27,0,0
22,41,999,20,3,1,1
34,62,1007,31,95,0,1
41,51,1004,12,57,0,1
34,54,1024,19,29,0,0
33,99,1016,5,14,0,0
33,28,997,22,62,1,1
36,63,1022,35,32,0,0
25,96,1022,43,85,1,1
28,51,1017,2,91,1,1
31,48,1013,41,50,0,0
40,48,1004,23,73,0,1
24,82,1009,9,92,0,1
36,59,1003,15,95,0,1
18,59,1021,2,69,0,0
24,96,1007,30,79,0,1
39,77,1004,5,24,0,0
30,64,1002,24,6,0,0
18,71,1022,37,26,0,0
29,92,1000,14,24,1,1
38,45,1009,4,36,1,0
32,79,1012,36,40,0,1
28,32,1024,31,0,0,0
21,58,1019,35,12,1,0
38,76,1000,37,24,1,1
32,79,997,29,67,0,1
19,37,1009,6,59,0,0
23,41,1019,32,91,0,0
18,28,1012,25,31,0,0
33,45,1024,4,96,0,0
30,38,1000,6,28,0,0
21,83,1017,15,63,1,1
27,98,1023,28,57,0,0
24,32,1018,21,35,0,0
24,30,1013,26,2,0,0
32,32,1019,16,0,0,0
21,78,1004,17,49,0,1
21,34,1014,31,99,0,1
29,98,1019,12,33,0,0
36,28,1011,32,47,1,1
24,94,995,28,11,1,1
26,25,999,8,81,0,1
41,50,1004,41,43,1,1
39,46,1021,4,81,0,0
37,83,1000,21,77,1,1
22,54,1005,42,83,0,1
22,53,1009,26,76,0,1
32,81,1018,20,16,0,0
21,46,1004,22,88,0,1
28,35,1021,28,18,0,0
21,78,1019,20,16,1,0
21,35,1020,15,12,0,0
33,52,1024,42,62,0,0
34,74,1019,27,6,1,0
32,40,1015,18,89,0,0
37,47,999,10,86,0,1
28,72,1002,28,65,0,1
27,62,1021,5,84,0,0
40,67,1006,15,51,0,1
25,85,1003,22,47,0,1
29,63,1011,16,11,0,0
25,91,1024,30,0,1,0
27,55,1020,11,29,1,0
29,83,999,10,10,0,1
34,67,1007,18,86,0,1
26,79,1012,31,41,0,1
35,65,1004,34,42,0,1
27,52,1008,20,25,1,1
19,38,1020,35,82,0,0
25,94,1014,40,44,0,1
24,57,1000,17,71,1,1
35,38,1012,37,14,1,1
31,72,1009,12,1,0,0
35,92,1009,13,58,1,1
21,45,1010,7,65,1,1
26,68,1021,25,62,0,0
26,98,1005,3,94,1,1
18,25,1016,35,75,0,0
40,52,1014,13,26,1,0
28,26,1006,32,65,0,1
23,43,1022,7,38,0,0
37,88,1020,18,69,0,0
26,29,1015,24,68,0,0
27,92,1006,11,59,1,1
35,48,999,14,99,0,1
20,28,1003,27,43,1,1
27,97,995,17,45,1,1
31,79,1012,29,19,0,0
29,88,1005,14,67,1,1
39,81,1007,23,37,1,1
38,91,1019,16,10,1,0
40,41,1020,24,97,0,0
22,86,995,8,66,0,1
33,68,1003,15,89,0,1
33,41,1006,5,80,0,0
38,99,1013,31,17,0,0
26,97,1006,32,15,1,1
30,47,1008,40,1,0,0
41,48,999,30,41,1,1
30,37,1004,30,65,1,1
33,28,1013,6,38,0,0
25,80,1019,28,51,1,1
21,71,1012,3,58,0,0
22,68,1004,39,91,0,1
29,48,1022,34,38,0,0
24,33,1014,16,86,1,1
39,60,1004,29,55,0,1
22,28,1013,16,93,0,0
40,53,1016,36,56,0,0
33,59,1008,34,70,0,1
41,72,1006,28,69,0,1
34,96,1015,42,82,0,1
28,47,1007,43,52,1,1
23,81,1006,4,47,0,1
27,86,1007,9,25,1,1
20,65,1005,39,1,1,1
26,49,1013,33,63,0,0
28,34,1023,36,67,0,0
29,52,1005,15,57,0,1
19,79,996,34,19,0,1
39,50,1014,2,64,1,1
40,99,1022,16,13,0,0
18,94,1018,24,53,1,1
31,30,1002,26,16,0,0
40,40,1020,34,57,0,0
40,65,1024,18,58,1,0
38,87,1008,40,41,0,1
37,30,1021,27,69,0,0
39,84,1020,18,39,0,0
38,78,1001,21,66,0,1
28,68,1024,20,60,1,1
30,57,1000,3,22,1,1
37,39,996,31,88,0,1
18,32,1014,15,57,0,0
41,56,1019,29,15,1,0
33,36,1006,35,37,0,0
32,46,1010,25,2,0,0
29,71,1013,39,62,0,1
26,45,1007,14,65,0,0
33,50,997,29,60,0,1
40,86,995,19,13,0,1
26,68,1018,31,2,0,0
26,37,1024,17,50,0,0
22,27,1003,2,64,0,0
28,74,1008,17,96,1,1
27,87,1019,11,76,1,1
20,38,1015,39,0,1,0
22,68,995,42,56,1,1
25,69,1022,3,94,0,0
36,50,1003,31,7,0,0
24,92,1002,37,20,0,1
25,99,1015,23,55,1,1
22,31,1004,14,83,0,1
19,77,1008,26,55,1,1
31,92,1000,8,12,1,1
34,97,996,21,86,0,1
37,49,1024,18,38,1,0
27,83,1019,29,89,0,1
29,47,1008,18,78,1,1
36,56,1023,23,19,1,0
21,89,1013,44,25,0,1
21,30,999,23,72,0,1
35,76,1011,14,80,1,1
27,49,1012,16,58,0,0
36,95,1005,41,79,0,1
28,29,1020,40,47,0,0
37,43,1022,27,78,0,0
37,45,1009,36,43,1,1
37,99,1017,40,72,1,1
21,64,1010,37,27,1,1
23,68,1024,13,1,0,0
18,70,1022,32,91,1,1
22,31,1008,17,49,1,1
23,85,1015,11,31,0,0
24,73,1021,15,22,1,0
38,75,1024,26,52,0,0
20,79,1020,5,36,0,0
26,52,1017,17,69,0,0
40,45,1020,4,58,0,0
24,51,1024,43,96,0,0
25,41,999,10,7,0,0
22,79,997,9,68,0,1
32,82,1021,41,75,0,1
37,52,1019,37,66,1,1
22,36,1017,38,3,0,0
23,66,1000,28,53,1,1
33,67,1000,21,17,0,1
29,41,1015,23,81,0,0
37,36,998,43,4,0,1
33,29,1020,20,5,0,0
38,31,1004,40,85,0,1
27,86,1023,23,56,0,0
31,55,1006,5,21,0,0
20,88,1007,21,82,0,1
37,85,998,7,78,0,1
19,60,1012,16,75,0,0
26,31,1016,9,10,0,0
21,77,1019,22,24,0,0
22,90,1015,9,97,1,1
19,52,1005,22,41,0,0
24,46,1008,14,20,0,0
27,89,995,25,66,0,1
36,65,1007,5,22,0,0
26,42,1018,37,89,1,1
18,49,1014,18,50,0,0
39,80,1017,36,67,1,1
30,86,1024,13,2,1,0
18,42,1007,8,76,0,0
30,86,1024,12,13,1,0
25,55,1000,20,18,0,0
24,79,997,10,5,1,1
25,79,1011,36,98,0,1
24,46,1005,29,17,0,0
39,58,1008,34,3,1,1
37,44,1011,36,67,0,1
18,88,1019,6,17,0,0
37,59,1017,7,90,0,0
26,76,1022,20,84,0,0
27,31,999,26,91,1,1
22,84,1023,18,96,0,0
40,54,1021,10,19,0,0
36,92,1007,39,11,0,1
32,29,999,26,87,0,1
31,58,1003,15,90,0,1
40,62,1008,6,26,0,0
31,95,1008,19,31,0,1
26,44,1023,44,89,0,0
22,78,1019,15,24,1,0
36,85,1014,41,7,1,1
25,47,1003,33,33,0,1
35,68,1009,16,92,0,1
40,89,1019,23,70,0,1
35,56,995,44,12,0,1
26,86,1019,44,66,1,1
26,84,995,43,83,0,1
30,93,998,9,88,0,1
22,66,1011,29,69,0,1
39,66,998,3,30,0,1
30,55,1023,34,52,0,0
26,89,1006,38,95,0,1
31,26,1021,6,73,1,0
22,26,1003,43,39,1,1
23,61,1015,19,26,0,0
19,68,1002,5,93,0,1
21,97,1003,13,13,0,1
23,71,1017,5,64,0,0
40,82,1010,10,43,0,0
39,77,1010,9,91,0,1
31,41,997,32,3,0,0
41,70,1010,41,49,1,1
20,87,1014,17,21,0,0
19,92,1020,35,6,0,0
31,67,1011,38,13,0,0
37,90,1001,5,93,0,1
18,25,995,37,63,0,1
22,94,1001,41,23,1,1
21,79,1019,26,2,0,0
21,81,1017,14,60,1,1
40,48,1005,38,32,0,1
39,76,1013,38,86,0,1
29,53,1021,15,80,1,1
38,89,1011,39,3,0,0
35,84,1007,9,94,1,1
41,88,999,4,78,0,1
19,60,1019,7,3,1,0
24,42,1022,23,9,1,0
40,92,1021,20,89,0,1
20,64,1005,17,83,1,1
40,56,1003,43,37,0,1
25,96,1005,43,41,0,1
32,61,1008,27,56,0,1
37,96,1011,5,99,1,1
36,27,1003,40,65,1,1
23,52,1010,35,92,1,1
39,40,1006,36,74,0,1
33,93,1014,9,50,1,1
21,84,1004,15,62,0,1
22,80,1000,31,18,0,1
34,35,1008,6,44,0,0
41,34,1007,14,35,0,0
26,43,1014,8,14,1,0
31,72,996,15,3,0,1
28,93,1010,30,27,0,1
40,75,1003,23,63,0,1
25,70,1024,16,22,1,0
29,43,1006,12,59,0,0
28,27,1010,33,8,0,0
22,89,997,36,75,0,1
33,32,1023,28,8,0,0
31,47,1023,27,85,0,0
26,97,997,17,12,1,1
41,86,1019,37,59,0,1
26,46,1003,21,2,0,0
35,60,1004,37,20,0,1
25,33,1010,28,78,0,1
33,84,1015,40,15,0,0
23,85,1000,39,65,0,1
24,86,1022,17,46,0,0
32,58,1014,15,59,0,0
20,26,1012,15,55,0,0
29,70,1000,9,38,1,1
24,68,1021,17,90,0,0
18,75,995,40,53,1,1
32,43,1022,24,63,0,0
24,73,1021,21,60,1,1
26,47,1007,8,30,0,0
28,50,998,19,53,0,1
20,65,1022,27,5,0,0
29,33,1023,35,11,0,0
18,31,997,21,4,0,0
23,80,1017,34,1,0,0
31,38,1021,43,10,0,0
37,44,1014,17,97,0,0
30,86,1014,22,63,0,1
21,29,1015,39,86,0,0
27,51,997,14,8,0,0
27,68,1007,25,41,0,1
36,82,1011,31,4,0,0
32,69,1011,6,96,0,1
32,49,1005,30,44,1,1
33,75,1024,32,33,0,0
21,57,1018,18,10,0,0
34,34,1020,7,80,0,0
36,28,1024,21,63,0,0
26,99,1017,34,30,1,1
22,61,995,7,44,0,1
34,84,1018,25,30,0,0
28,28,1023,40,82,1,1
31,77,1010,10,21,1,1
19,40,999,13,51,0,1
20,97,1021,29,38,0,0
26,52,1009,22,92,0,1
24,81,1005,20,74,0,1
38,58,1011,20,73,0,1
26,99,1000,32,65,0,1
32,93,1012,31,34,0,1
33,41,996,17,20,0,0
18,38,1010,10,7,1,0
30,57,1016,31,6,0,0
22,95,1006,18,57,0,1
29,69,1010,26,26,0,0
27,95,1008,43,59,1,1
33,96,998,33,80,0,1
28,30,1016,15,91,0,0
18,88,1004,34,79,0,1
37,94,1016,26,19,0,0
33,25,1015,31,26,1,0
33,45,1003,25,47,1,1
27,95,1024,31,44,0,0
30,91,1005,41,17,0,1
23,66,1014,28,78,0,1
36,86,1000,21,19,1,1
19,62,1000,2,75,1,1
24,44,1022,41,82,0,0
23,97,998,24,73,1,1
34,52,1016,21,46,0,0
19,49,1021,4,86,0,0
25,54,1021,29,46,0,0
40,81,1019,25,0,0,0
29,74,997,18,74,0,1
24,88,1012,30,97,1,1
39,96,1015,22,57,0,1
34,77,1009,16,39,0,0
36,89,1007,39,73,0,1
29,39,1015,6,1,0,0
26,89,1007,33,97,1,1
31,62,1019,39,50,1,1
24,94,1023,38,82,0,1
38,42,1021,29,71,0,0
27,30,1020,17,93,0,0
41,69,1014,8,6,0,0
27,38,1018,13,92,0,0
24,82,1015,10,45,0,0
24,68,1008,12,95,0,1
23,59,1000,25,72,0,1
31,75,1024,31,26,1,0
38,94,1005,19,51,1,1
37,76,1005,38,39,0,1
23,81,1020,9,29,1,0
27,35,1009,6,2,0,0
19,96,1016,31,40,0,1
29,34,995,25,82,0,1
28,73,997,2,16,1,1
30,76,1020,37,4,0,0
36,39,1006,43,63,0,1
40,50,1023,5,49,0,0
25,56,998,12,36,0,1
23,85,998,28,80,0,1
20,33,1021,37,29,0,0
26,79,1017,21,5,0,0
41,46,1000,25,61,1,1
39,40,998,14,36,1,1
36,41,1010,2,84,1,1
18,54,1014,25,45,1,1
32,53,997,14,82,0,1
32,40,1024,44,2,0,0
22,50,1022,16,72,1,1
39,61,1015,43,28,0,0
28,44,1006,21,90,0,1
35,58,999,17,11,1,1
37,75,1015,8,57,0,0
23,73,1002,38,9,1,1
41,95,996,24,94,0,1
33,34,1011,22,91,0,1
30,34,1020,29,12,0,0
34,30,1006,30,76,0,1
21,40,1015,20,46,1,1
23,94,1023,6,58,0,0
19,27,1000,32,42,0,1
31,34,1021,25,21,1,0
33,54,1010,44,3,1,1
33,96,1018,17,90,1,1
40,44,1013,21,83,0,0
36,42,1007,18,58,0,0
22,52,1019,21,84,0,0
27,33,1023,39,64,0,0
35,83,1017,40,57,0,1
38,80,1020,16,80,1,1
32,99,1018,7,27,1,1
33,87,1020,22,75,0,1
38,81,1012,11,21,0,0
36,52,999,2,33,0,0
29,92,1006,25,39,0,1
22,88,995,16,12,0,1
30,28,1009,41,47,1,1
23,39,1001,6,86,0,1
29,67,998,14,49,1,1
39,47,1022,17,34,0,0
33,72,1001,14,52,0,1
24,42,1016,37,52,0,0
25,27,1024,30,72,0,0
29,70,1022,43,48,0,0
30,81,996,2,85,1,1
27,82,1023,11,62,1,1
24,85,995,27,4,0,1
30,51,1006,31,49,0,1
22,61,996,39,70,0,1
37,26,1004,44,20,0,0
33,44,1005,32,42,0,1
35,84,1020,6,1,1,0
35,63,1016,12,10,0,0
30,92,995,19,94,0,1
27,84,1024,23,39,0,0
20,95,1019,21,70,0,1
26,27,1005,18,83,0,1
37,57,1010,24,67,0,1
25,32,999,34,24,0,1
24,83,995,42,32,1,1
29,63,1019,42,95,0,1
39,90,1012,10,28,0,0
31,77,1008,40,75,0,1
39,30,1007,41,22,0,0
19,66,1000,17,73,0,1
37,98,1005,22,24,0,1
19,78,1021,26,59,0,0
38,68,1005,27,59,0,1
41,84,995,34,41,0,1
31,82,1013,38,39,0,1
38,69,999,40,11,1,1
31,62,1010,43,60,0,1
18,98,997,12,10,1,1
26,25,1022,39,97,0,0
19,83,998,5,9,0,1
33,96,1023,7,93,1,1
32,87,1019,24,20,0,0
28,70,1002,7,52,0,1
36,87,1018,7,61,0,0
19,65,1010,39,58,1,1
22,34,1024,8,92,0,0
21,52,1002,36,1,1,1
28,97,1000,2,26,1,1
26,64,1022,22,91,0,0
35,75,1018,10,25,1,0
23,83,1015,13,62,0,0
27,91,1011,30,70,0,1
28,59,1013,23,79,0,1
23,45,1024,8,94,0,0
34,28,996,2,9,0,0
20,34,1003,18,66,0,1
20,28,998,33,10,0,0
24,94,1017,36,31,0,0
27,61,1024,27,97,0,0
40,99,1012,22,42,0,1
20,26,1001,6,52,0,0
26,87,1024,9,31,0,0
27,67,1017,44,66,0,1
19,84,1011,7,12,1,1
41,52,1018,7,7,1,0
25,25,1007,2,9,1,0
40,44,1024,14,57,0,0
20,58,996,31,36,0,1
38,82,1003,25,8,0,1
21,32,1024,42,92,0,0
20,62,1022,20,31,0,0
36,52,1018,36,7,1,0
40,78,1002,24,31,0,1
20,87,997,37,92,1,1
19,83,1016,26,65,0,1
26,47,1003,21,54,1,1
24,42,1004,33,72,1,1
18,99,995,31,4,1,1
27,84,1007,28,71,0,1
37,90,1024,13,90,1,1
39,64,1009,32,6,0,0
36,31,1006,15,33,0,0
33,97,995,13,33,0,1
35,70,1006,19,36,0,1
30,84,1010,37,83,0,1
18,76,1014,42,41,0,1
39,63,1017,34,40,0,0
32,81,1002,23,56,0,1
20,96,996,23,24,1,1
25,41,1010,40,14,0,0
20,57,1002,40,17,1,1
22,31,1004,17,27,0,0
35,71,1017,21,30,0,0
19,53,1012,10,58,0,0
29,36,1013,43,83,0,1
20,65,1015,44,12,0,0
19,59,1014,9,32,0,0
21,37,1018,10,98,1,1
34,68,1008,11,68,1,1
41,56,1024,4,15,1,0
34,48,996,24,52,0,1
19,93,1012,30,73,0,1
27,85,1012,17,86,0,1
29,40,1022,27,85,0,0
18,93,1011,44,45,0,1
21,90,1019,7,61,1,1
20,37,1006,19,37,0,0
22,83,1009,10,44,0,0
19,73,1003,27,86,0,1
23,82,998,31,56,0,1
29,68,1014,40,29,0,0
29,41,996,29,3,1,1
31,37,1011,4,20,0,0
23,50,1000,19,5,0,0
35,49,1010,25,29,1,1
28,96,1020,10,69,0,0
30,31,1004,19,69,0,1
38,68,1016,31,10,1,1
22,32,999,11,14,0,0
35,79,997,42,9,0,1
36,87,1018,27,33,0,0
25,63,1022,6,99,0,0
27,78,1000,26,76,0,1
21,74,1018,28,81,1,1
35,39,1011,30,4,1,0
37,58,1011,34,48,0,1
35,29,1024,24,37,1,0
21,33,1017,4,85,0,0
25,80,1020,32,85,0,1
27,27,1019,15,45,0,0
21,56,1020,2,1,0,0
30,49,1002,19,97,0,1
41,67,1012,18,98,0,1
20,33,1004,2,58,0,0
31,34,1020,20,49,1,0
25,29,1023,39,4,0,0
36,25,1023,37,31,0,0
31,33,1013,12,47,0,0
26,49,1011,9,57,1,1
19,34,1021,28,12,1,0
31,50,999,20,38,1,1
34,61,1006,20,26,0,0
29,91,1020,5,46,0,0
19,42,997,19,69,0,1
25,67,1012,28,47,0,0
39,58,1005,14,95,1,1
33,38,1001,8,11,0,0
40,30,1002,28,12,0,0
27,83,1008,33,72,0,1
29,35,1016,37,71,0,0
18,87,1006,6,77,0,1
34,82,1016,32,25,0,0
20,87,1005,6,63,1,1
27,34,1006,19,61,0,0
40,59,997,2,16,0,0
23,35,1008,29,38,0,0
28,82,1015,41,3,0,0
23,55,996,44,88,0,1
33,99,1008,41,58,0,1
40,45,1023,4,65,1,0
35,45,1019,5,42,0,0
41,45,996,24,50,1,1
30,90,997,33,93,0,1
37,51,1017,17,30,1,0
23,69,1016,3,86,1,1
25,79,1003,41,71,0,1
34,62,1017,35,0,0,0
33,70,1018,15,89,1,1
37,65,1018,37,23,1,1
33,46,1005,42,48,0,1
37,91,1015,12,7,0,0
27,30,1011,39,70,1,1
23,91,1021,43,25,0,0
38,52,1012,33,52,1,1
34,80,1014,30,83,1,1
35,29,1016,7,61,1,0
23,34,1004,22,43,1,1
30,98,1010,20,69,0,1
26,70,1018,11,39,0,0
36,86,997,7,28,0,1
29,39,1019,39,20,0,0
24,44,1004,3,31,1,1
41,28,1001,4,24,0,0
26,50,1002,19,87,0,1
19,25,1010,17,62,0,0
21,87,1005,27,5,0,1
28,25,1003,28,70,0,1
20,85,1003,3,73,0,1
18,42,1000,39,41,0,1
25,28,997,5,64,0,1
38,79,1013,22,57,0,1
24,93,996,4,78,1,1
40,98,1003,24,13,0,1
30,40,1014,9,97,0,0
25,49,1003,14,17,1,1
19,36,1010,14,74,0,0
40,83,1015,25,52,1,1
31,27,1016,9,81,0,0
20,79,996,44,27,0,1
24,86,1008,30,1,0,0
27,73,1019,8,17,0,0
26,51,1022,42,23,0,0
19,46,1018,37,91,0,1
35,66,995,11,8,0,1
30,71,1012,6,30,0,0
24,65,1013,21,85,0,1
38,33,1023,28,16,0,0
25,68,1024,30,82,0,0
19,84,1002,32,3,0,1
26,78,995,41,60,0,1
41,69,1011,23,72,0,1
37,66,1015,28,57,1,1
19,97,996,11,65,1,1
20,58,1001,29,8,0,0
39,63,1023,14,98,0,0
32,32,1001,6,69,0,0
20,35,1000,28,84,0,1
20,53,1018,37,40,1,1
23,34,1014,21,89,1,1
40,70,1006,14,73,1,1
29,85,1019,3,25,0,0
22,86,1002,43,72,0,1
37,35,1002,23,79,0,1
27,34,1019,20,3,0,0
34,38,1004,7,30,0,0
26,50,996,43,3,0,1
23,54,1017,29,60,0,0
31,60,1004,11,4,0,0
29,46,1021,40,1,1,0
33,88,997,9,59,0,1
38,43,1009,21,57,0,0
27,47,1018,13,8,0,0
35,44,995,4,7,1,1
32,96,1009,23,95,1,1
29,82,1003,42,78,0,1
37,57,1016,12,57,1,1
34,70,1006,6,38,0,0
33,33,1023,24,46,1,0
37,47,1018,8,45,0,0
21,92,1018,15,24,1,1
29,70,1007,20,11,0,0
33,57,1009,38,5,1,1
38,67,1021,37,49,0,0
40,97,1022,36,66,0,1
40,54,999,37,75,0,1
40,92,1018,37,57,0,1
24,90,1005,6,91,0,1
26,81,1021,14,49,0,0
19,89,1007,24,33,0,1
25,72,998,37,81,0,1
28,76,1018,37,94,1,1
31,45,1011,31,71,0,1
36,88,1013,40,0,0,0
30,29,1006,30,2,0,0
21,99,1020,3,28,0,0
29,88,1020,20,9,0,0
30,85,996,31,85,0,1
24,89,1020,26,47,0,0
25,92,1022,5,7,0,0
33,43,995,38,33,0,1
33,69,1024,7,35,0,0
19,32,997,36,26,0,1
34,79,1005,10,93,0,1
23,38,1016,12,68,0,0
24,41,1000,37,2,0,0
18,53,1017,18,48,0,0
39,95,1007,41,71,1,1
24,97,1005,35,90,1,1
39,91,1012,41,71,0,1
19,40,1020,42,50,0,0
41,71,1016,44,83,0,1
32,72,1024,29,69,0,0
40,82,997,9,65,1,1
34,95,995,37,67,1,1
38,70,1008,29,15,1,1
23,80,1007,29,16,0,1
35,83,1002,13,99,0,1
19,49,1015,23,73,0,0
32,84,1003,42,97,0,1
35,47,1006,8,95,0,1
41,40,1020,9,93,0,0
19,86,996,30,41,1,1
28,76,1021,21,55,0,0
33,59,1002,13,31,1,1
38,91,1000,28,2,0,1
18,44,1001,42,0,0,0
29,28,1001,11,85,0,1
24,39,1013,40,57,0,0
